ISO3,Year,gdp_real_gwt_next,gdp_real_gwt_prev,gdp_real_gwt,gdp_real_us_fixed,gdp_per_capita,gdp_pp_govt,gdp_pp_private,inflation_pp,unemployment,renew_energy,agric_employment,vulnerable_employment,imports,exports,foreign_inv,real_interest_rate,cab,population,pop_density,pop_growth,life_expectancy,death_rate,child_mortality,renewable_energy_output,agric_land,agff_gdp,arable_land,rural_pop,electricity_access,fuel_exports,metal_exports,co2_emissions,industry_gdp,service_value_added
TJK,2001,10.8000037591665,8.32432449473859,9.58083617842951,2958173634.7088,468.175825425424,8.65901006318746,82.0266791481395,30.947706315931,2.29999995231628,64.07,58.689998626709,47.8199996948242,78.5162649192605,68.1410406427958,9495400.0,,,6318510.0,45.145112889397,1.63038812768161,62.807,8.044,77.2,98.7762480878876,32.6736210345813,23.8084093923083,5.59445555873107,73.497,98.6331024169922,,,0.340270095323106,36.1845697792339,2219.21243674878
CHE,2001,-0.0055064625279044,3.97640923409377,1.57581726236337,540107366876.977,74705.1554397886,11.1092853279358,56.64734583713,0.975019314658638,2.49000000953674,18.72,4.34999990463257,10.3899998664856,45.0784161908191,50.0525410885077,9765012889.09898,,6.83786858418963,7229854.0,182.9277635807,0.632771238018431,80.1804878048781,8.5,5.5,59.3979565988348,39.5364724337727,0.91885973243129,10.3585254155808,26.625,100.0,0.323285806119116,4.05797097794386,6.24493938605123,26.3192852376988,134096.635729846
SWE,2001,2.1969210621746,4.7663488714872,1.44949861796981,370083569053.714,41601.3076782847,24.7371622590446,47.0484648710265,2.48352296605476,4.73000001907349,37.38,2.65000009536743,6.97000023722649,37.6675449559078,42.9207450800425,18217810086.4861,3.1678038966523,6.17417150779211,8895960.0,21.8391676529442,0.268470527954234,79.7951219512195,10.5,4.1,51.5616200996318,7.49718232718294,1.94493737546086,6.57632928977951,15.929,100.0,3.33532324710113,2.467299446145,5.90155531274871,26.0144160854341,72077.6050511945
SUR,2001,2.80000068850687,2.09999886750489,4.20000042083539,3043672344.66005,6386.56818177251,,,39.530228233387,,24.14,7.0,16.329999923706,,,-26800000.0,-9.89407700981861,,476574.0,3.05496153846154,1.18838191105184,67.913,7.469,30.1,86.6396761133603,0.551282051282051,9.09486789950564,0.365384615384615,33.483,95.3973846435547,0.806963862987819,0.0435219570453215,3.18943123208568,24.7682310008803,15315.111795666
LKA,2001,3.96467568566092,6.00003316014399,-1.54540813414316,35558943928.6969,1880.25894878331,10.2629817578254,71.376611306823,13.6648001630004,7.90000009536743,62.93,40.7599983215332,39.1099996566773,43.5674130558662,37.3311884768914,171790000.0,0.514847020502739,-1.36821186331088,18911727.0,301.574342210174,0.711721622429264,72.233,6.552,16.0,46.0109128447132,37.4900334874821,20.0666052033611,14.6069207462925,81.635,63.5999984741211,0.42870794782658,0.300083134964803,0.573718095655674,26.8205944160785,7195.34812061101
ESP,2001,2.73102223160264,5.24599468041613,3.93294884333099,1009319438550.0,24707.6929982983,16.5446730566496,59.2702066925062,4.1082864197957,10.3500003814697,8.93,6.55999994277954,14.5100001096725,30.1355363035009,27.8616191602484,28909416991.4693,,-4.38900285123855,40850412.0,81.9433763941266,0.694068084334464,79.3682926829268,8.8,5.3,21.1535738650259,59.2152772205729,3.67764014761916,26.2055684827088,23.657,100.0,2.89993091324509,2.18407350244654,7.21632868721128,27.9553433486497,59736.2137138258
ZAF,2001,3.70037440406668,4.20000000067826,2.70000000019104,227677653424.683,4996.07852562648,16.6218512164789,65.3133283719524,7.80047496305909,30.6900005340576,15.62,9.31999969482422,10.8500001430512,22.8142845512603,26.3566606345688,7270344986.4768,5.53834143339361,0.25300164315535,45571272.0,37.5662745550619,1.33327746238591,55.089,12.709,73.1,1.1010073352452,80.796148678169,2.8124516945524,11.2811085739723,42.632,70.1999969482422,11.723492255329,22.8319929720272,7.03381726979225,28.531613122664,15886.2559737469
SVN,2001,3.50559805692072,3.67237154968245,3.21656033452891,33340444076.9215,16736.6666048821,18.8276863367944,55.5386916271092,8.67521845375352,5.67999982833862,18.67,9.9399995803833,13.3399996757507,52.7874423424351,51.7466342205881,501200000.0,,0.149930711147717,1992060.0,98.9106256206554,0.157498742047657,75.7585365853659,9.3,5.2,26.7385593806166,25.3227408142999,2.78807125237532,8.58987090367428,49.22,100.0,0.952504549462177,4.28875544141273,7.7206509844081,30.5505912651881,37897.2428817696
SVK,2001,4.50944260709917,1.16652907288271,3.25378450714547,49601331860.3746,9221.52041691579,20.8948630150539,55.8993040933345,5.12148698090493,19.3799991607666,6.0,6.26000022888184,5.83000007271767,64.5611061177352,57.1181854095185,1532584052.08438,,-5.66115781009351,5378867.0,111.826756756757,-0.18301227099618,73.4024390243903,9.7,9.4,15.9498995479658,46.8814968814969,2.12021767859932,29.97920997921,43.837,100.0,6.59093219754202,3.46489944651835,7.17251421163602,29.8464554363896,27476.0401570502
SGP,2001,3.92336076702013,9.03831632555163,-1.07086275100448,139030913587.431,33598.4800400363,11.6099265565097,46.244971582292,-1.81443173071348,3.75999999046326,0.6,0.150000005960464,10.2000002861023,166.397924985207,182.894180709771,17006818857.2728,7.60067410678851,14.4327450081349,4138012.0,6176.13731343284,2.69735584326358,78.2512195121951,4.3,3.6,1.42947807428451,1.7910447761194,0.0823566559095407,1.49253731343284,0.0,100.0,7.57471078650487,1.14914201108119,10.1570512603637,30.3796610759446,60473.8548765036
SLE,2001,26.4173166001369,6.65272788470479,-6.3454551533225,1730558384.34885,364.016253097894,13.0207209895975,94.8498118141684,73.837108462554,,89.38,70.9599990844727,90.1700010299682,27.5844514603474,7.83994164695788,9835742.02237572,-28.5164133831829,-8.97549542556799,4754069.0,65.8640759213078,3.63045656941593,40.369,22.736,219.4,10.958904109589,41.5838182321973,45.1363540353439,9.44195067885841,64.133,8.55077075958252,,,0.0925522957281436,7.90550760992505,1788.38880697881
SYC,2001,1.21283126715997,1.514338814724,-2.27116276151223,886295658.737734,10914.7023316881,39.1928667453154,41.6199593953195,6.15675886503328,,1.26,,,103.600010974238,83.7914346072595,64740256.5069248,4.20941902278189,-24.5972080376891,81202.0,176.526086956522,0.0874745178458057,73.2536585365854,6.8,13.7,0.0,8.69565217391304,2.82586627891026,2.17391304347826,49.354,94.4017639160156,0.0,0.0232076178507915,3.94078963572326,28.0858185409751,
SEN,2001,0.0686965747419066,3.88721095816793,4.31085146618369,10900976279.1413,1086.17631418466,11.403967254473,77.345037095667,6.99493519580557,,45.83,45.6300010681152,77.5300006866455,32.0198979604711,17.7006801043602,45083429.813955,,-3.77513798404518,10036102.0,52.1274710434737,2.40379636073153,58.177,10.508,122.9,3.276955602537,45.7019685243858,16.2524323093589,16.0961928011219,59.536,38.7576179504395,17.8327877831001,4.48357933815668,0.444395642850182,23.8843480318636,4348.3760575544
SAU,2001,-2.8191744042884,5.62541614258343,-1.21074386284246,361131035682.893,17032.35698426,27.326685187723,37.3433873686413,-1.64667759191535,,0.01,6.03000020980835,5.50999988615513,23.9269063834781,39.6337222614296,19640000.0,,5.07959957681559,21202646.0,9.86311793793524,2.57406723814462,72.759,3.647,20.7,0.0,80.8446799305946,5.17118927892469,1.67466006726551,19.923,100.0,89.4709695418731,0.200969366718857,11.983881634396,51.5250511211724,31454.7991573994
RWA,2001,13.1920780970496,8.37091824035809,8.48451945289706,2968968327.06772,360.699091508199,16.3525710892717,85.5240777258783,-0.387734480443839,,86.89,88.2399978637695,89.4099998474121,21.9422051886928,7.27310523359913,18500000.0,16.8070679446837,,8231150.0,333.650182407783,3.68077407201797,49.936,13.388,167.4,97.7978989934508,70.8958248885286,31.8118389665339,40.5350628293474,84.171,4.57231616973877,0.0071131401147981,37.4569874520354,0.0680342357993719,16.4110297335136,3566.83847896934
RUS,2001,4.69999190873524,10.000066815788,5.10005122527505,820234677092.259,5618.95068359375,16.4352485867408,49.3862504134808,16.479619357503,8.97999954223633,3.62,12.0500001907349,8.00000005587936,24.2173650683869,36.8934935960337,2847300000.0,1.22657850679028,10.4545347443772,145976482.0,8.91163375342787,-0.424090524785415,65.3834146341463,15.6,18.3,19.5670238257211,13.2390216624218,5.87572156767964,7.56145744558754,26.654,100.0,51.8103660490427,7.76359075824941,10.7357704373229,31.8373541233321,10703.5355234547
ROU,2001,5.70299165043771,2.4612634592269,5.21813625673708,107411035119.239,4853.20715323756,15.7967278693328,69.1639251256906,37.9563154083491,6.55999994277954,13.39,44.4300003051758,44.8999996185303,29.8226275519331,22.105963469215,1157000000.0,5.39568237207382,-5.51803360382447,22131970.0,96.3474380740934,-1.39542998635748,71.1609756097561,11.7,20.5,27.7039319793562,64.420356101171,13.1496003966219,40.7949153280223,47.148,100.0,6.206081416544,4.88636183878211,4.30282527944869,32.337206984498,14233.8582358673
PRT,2001,0.770924024291219,3.81617806346979,1.94367229584959,197157995297.652,19025.6956905388,19.2496713441573,62.8101398247744,3.71598281865167,3.82999992370605,20.83,13.1700000762939,21.6499991416931,37.6546290635856,27.4373261135265,6113785653.77638,,-10.4344116184084,10362722.0,113.253792349727,0.705230637323876,76.8146341463415,10.1,6.6,34.0950441864495,42.1182513661202,2.96074957358316,17.7984699453552,44.956,100.0,1.8764147374143,1.78475436998865,5.92315416740891,24.1438842401402,42607.6216984152
POL,2001,2.03590005175387,4.56102589574685,1.25847813874928,285002254940.974,7451.4141558643,18.6561797867821,64.6093394135741,3.11986109440301,18.3700008392334,7.29,19.2000007629395,24.2500004768372,30.9694350187065,27.1873256664978,5677000000.0,,-3.11463011868753,38248076.0,124.875366482745,-0.0275871247282958,74.2,9.5,8.8,1.93639064576506,58.0756799111953,3.25341501737577,44.350125697868,38.239,100.0,5.76866532694854,4.04518985574774,7.67698746467665,27.3866736272116,23960.8661851849
PHL,2001,3.71625500158383,4.38250483347254,3.04923150985866,147150325740.884,1846.93142832453,10.7417462290286,72.9024635031386,5.61886226576264,3.70000004768372,32.12,37.0299987792969,45.6300010681152,43.7448871162984,41.1555015074547,760000000.0,6.42188423740419,-2.21740069327136,79672869.0,267.206187745246,2.13259721715136,68.835,5.442,36.9,37.2922422954304,37.5088037025858,13.302809302832,16.7152966428547,53.95,75.7229461669922,0.844877173705867,1.87203977106435,0.884617321863984,34.8976152580491,5576.57856855281
PER,2001,5.45352893818767,2.69437139806912,0.617892325624297,87950552246.3255,3281.82409041992,11.7171706103755,71.98496660768,0.455248302902049,7.88000011444092,41.23,34.6599998474121,54.6200008392334,18.4630219090874,16.6013795219337,1144260000.0,24.411950042159,-2.31175794610238,26799289.0,20.93694453125,1.27433150316884,71.505,5.427,35.3,85.5231494850322,18.26421875,7.89362669632438,3.555625,26.552,72.1131134033203,6.06507631090828,30.6873942655311,0.990324780631307,29.0351564426085,7430.46202868267
PRY,2001,-0.0214043949985694,-2.31414056819045,-0.834054716746095,20610045305.6144,3796.67781393159,9.48114361115282,63.8715936712985,13.9356046926921,6.21000003814697,69.84,34.0099983215332,52.7400007247925,31.963110050997,40.6425889608269,99200000.0,16.4268997545601,-0.375729695210563,5428442.0,13.6633324943368,1.95771662857208,70.786,5.465,33.1,100.0,38.2208406745532,11.373317185727,7.81525295746287,44.034,91.0420684814453,57.9957265146302,0.157085537624532,0.665015855378026,38.5619118460378,9163.25351255719
PNG,2001,-0.158900533082658,-2.49484199260023,-0.121288605564772,11003111296.3519,1841.63987079895,16.2369554553062,47.7311456960649,6.91391400596221,,63.44,72.7699966430664,85.7799987792969,52.250399661418,65.3299673922453,63183318.6554423,8.69258793903992,9.28741777969625,5974627.0,13.193099412622,2.14920585401279,59.487,9.459,69.9,34.6483066617045,2.23026984056883,34.411280936487,0.46371947180144,86.818,9.88218402862549,31.0921628226371,27.1714665887542,0.567399437655271,38.4906168540731,
PAN,2001,2.22914941663728,2.71537415482821,0.574272790634538,21197868842.6839,6860.94884249784,14.7822661908201,62.7237953528349,1.02821444277535,14.710000038147,24.04,18.0599994659424,30.8300006389618,67.962929075088,62.1354389205822,606800000.0,9.84225275952348,-1.36218059084787,3089641.0,41.5609496906107,1.93823884576133,75.233,4.787,25.4,49.2193598750976,30.137207425343,6.73216603655216,7.37153618509551,37.503,81.4562530517578,7.06820084877332,1.58283516180022,2.0131788774165,19.1977925731547,18301.8325627143
PAK,2001,2.50833772413665,4.26008801145146,3.55441821600158,151694353661.571,1039.15610356273,7.34670936139003,76.2106646624522,5.31063571333297,6.88000011444092,51.54,42.75,63.6500015258789,14.2937499540797,13.3362952833683,378000000.0,,2.36272766209221,145978408.0,189.365929846409,2.52149866831143,63.066,8.693,105.0,26.1507662570758,47.9607721046077,24.1982746064791,40.6029472810295,66.82,70.3615341186523,2.14415468253663,0.184047332220487,0.683936764127473,17.9777257323587,4577.86013376399
NOR,2001,1.44625413960414,3.20497922225218,2.07479039388386,309144404257.518,68489.4679076266,20.0626987302996,42.6749625712616,1.6736496902552,3.74000000953674,59.59,4.09000015258789,5.67000004649162,28.3171578962172,44.9623027719641,3190216069.0008,,15.8334058158984,4513751.0,12.358179737381,0.506046910557235,78.7853658536585,9.7,4.7,99.5203046312857,2.86657686368565,1.58869172655478,2.41208616705545,23.622,100.0,61.7533969227667,5.99753056563106,7.69205035900297,35.2055799824331,90589.4282513964
MKD,2001,1.49366547202928,4.54913578288874,-3.06725662451662,6449199783.93517,3169.32371701905,23.8322774403411,71.8938322378196,4.71896097213485,30.5200004577637,15.17,24.3999996185303,23.5700006484986,42.2793025163138,29.1989080521251,469570706.3984,,-6.34434073066664,2034882.0,80.0189539913488,0.420168685369998,73.4365853658537,8.3,14.8,9.83967305878654,48.8399528116398,9.74511971409667,22.3358238301219,41.661,100.0,3.7567875343007,8.34823565690142,4.38354656437081,20.5865455856541,15274.613155871
NGA,2001,15.3291557381864,5.01593475720539,5.91768465163287,187905850476.826,1498.52290815168,1.99062147444592,60.2620725295254,10.0764772423396,,84.67,48.1300010681152,88.7599992752075,21.4295420621938,28.2509582263078,1190618643.59162,12.138702496426,3.34695470794482,125394046.0,137.679157196658,2.51161408316118,46.51,17.675,177.3,38.2162721510801,72.8474433720917,24.4753546604632,36.2330775058467,64.331,43.880672454834,99.6564978061324,0.0127645956911564,0.813037008152684,28.2762662656489,4795.18408896303
NER,2001,4.91847057594622,-1.20847774100575,7.26813490213235,4850791307.58069,412.785384537547,19.1489721277572,73.160619655153,5.01252093260362,1.47000002861023,87.7,76.4599990844727,89.560001373291,19.5578535691046,13.4558135151968,22587455.083808,,-3.77103580799302,11751364.0,9.27714849609221,3.63774775930809,50.584,16.666,215.2,0.0,29.9992105470909,40.1819277330126,11.0286571406016,83.74,8.36194133758545,2.08210495232434,41.1624956488516,0.0570146580431004,17.2090719474884,2724.10510211773
NIC,2001,0.753938857526009,4.10159023598223,2.96084342724237,7541683667.39683,1465.72317725768,8.96260821490308,85.920576477241,7.24150940580752,4.11999988555908,56.66,31.2299995422363,46.9999980926514,38.9382206647775,19.0419108824493,150200000.0,10.547728029581,-15.4100585034642,5145367.0,42.7569137443909,1.4891984464934,69.934,5.254,36.5,19.8015873015873,43.0031577197939,16.8133294680756,15.8883164367625,44.665,72.2215805053711,1.75784983853868,0.466635562626908,0.763793914020127,21.4993404064897,3858.76873548211
NZL,2001,4.67460896200862,2.90514065483116,3.46432738698022,123186654579.055,31745.0469215448,16.8974143824974,56.5223133818137,3.80785649897508,5.42999982833862,27.13,9.13000011444092,12.5999995470047,31.8027845111567,35.4310398408851,259321576.796312,3.64831553962393,-0.776440240634345,3880500.0,14.7373817933235,0.589286034969052,78.6926829268293,7.16,7.2,63.5550389164055,58.5545554669401,7.98138479706632,5.69670730317876,13.9,100.0,2.68194164437148,4.31065676542434,8.14843448009277,23.109733358195,61668.0604159129
NLD,2001,0.21727359494956,4.1956424978691,2.32695508699258,659290074379.866,41087.042173269,20.9927347208128,49.7309501723455,4.18485489972578,2.11999988555908,1.76,3.11999988555908,8.20999979972839,56.740357059108,63.2984076981661,51998915897.6429,0.782402683248704,2.27392637964916,16046180.0,475.30154028436,0.754840057734904,78.190243902439,8.7,6.1,3.52540490908897,56.9520142180095,2.22461562086905,29.8815165876777,22.17,100.0,6.19108728360142,1.66429117852894,10.414939879772,21.8933720150826,71654.5119296488
NPL,2001,0.120143179157338,6.1999999852026,4.79989214578325,14077102964.2429,578.18366244256,8.10498230631968,80.2306049270516,11.0171482924713,,87.76,74.5899963378906,83.0200004577637,33.239147361424,22.5607737189466,20850000.0,,-2.74157105052744,24347113.0,169.843829787234,1.68166743622504,62.945,8.225,74.6,99.0358864488484,29.7104987792117,35.247670013162,16.428322288106,86.053,24.6000003814697,,,0.142111304941986,16.6609082977555,3736.34769831909
NAM,2001,4.7886612188211,3.49218336365178,1.17794869467917,5674041969.71839,3111.33664738047,22.7588898069531,64.4886491499466,11.2037643562035,,30.32,31.1399993896484,31.3299989700317,47.528158812429,41.0559430255954,379336366.387132,2.99261659866419,0.296284797105141,1823667.0,2.21509674598258,1.60766262215847,51.399,13.18,75.3,100.0,47.1522792697591,9.67546592032238,0.991145282950115,67.102,35.9668617248535,0.668613648345601,9.22183315752496,1.34893047908417,26.4736692021938,11311.8254177282
MMR,2001,11.703045621276,12.4181916439086,12.4677300367596,16287019889.651,344.880441479693,,,14.3746385420675,,82.48,60.4900016784668,76.4299964904785,,,208303564.372066,3.57325712375284,-2.44349957052244,47225119.0,72.2604874988524,1.07600587781882,60.377,9.783,87.1,38.8568991256131,16.7380726504881,57.1400907102822,15.2859809652049,72.792,42.9418983459473,,,0.176812683097739,10.2088592438146,
MOZ,2001,9.29105188520596,1.18030078891616,12.086874401641,5849553168.98399,321.018022559248,17.3932967191925,63.7229753853455,15.7720994116372,,93.01,81.5199966430664,87.8500022888183,30.1322102080421,18.4427552143943,255435491.4,6.00927796108545,,18221884.0,23.1718558457743,2.83851478001405,49.295,16.09,161.0,99.6297854438368,47.9050662529566,18.2484898647093,5.08659935400188,70.723,5.69999980926514,8.24417224300499,54.8850522217756,0.0773794850192219,19.5558927155922,2020.7346548229
MAR,2001,3.12144965600538,1.91287298063767,7.31996745420717,55085938450.0705,1869.66687011719,17.8871729081631,57.4977990176765,0.652317542296132,12.460000038147,15.12,44.8400001525879,56.6000003814697,31.2088377719078,28.2091661254411,2824557251.52006,,4.08281721328645,29126323.0,65.2617589065651,1.14866949696753,69.193,6.246,50.1,7.1580486508042,68.0483979386063,13.1919619278372,19.0185973560385,46.338,71.347900390625,4.22420824882811,8.46860474068497,1.24526532236836,25.4034697723975,9178.58335507317
MNG,2001,4.73297846590111,1.14606213709108,2.95271054338117,3929961155.8937,1624.22338454042,16.7913060350209,75.5774143270245,10.448544658193,,6.09,48.3499984741211,56.9799995422363,65.4999858868754,50.3183409920047,63000000.0,24.3565503058999,-4.86593852642615,2419594.0,1.56361213812753,0.920784971784101,63.319,7.498,58.5,0.0,84.0934742475254,22.9688875084999,0.760288577549392,41.778,71.0765762329102,0.73354422821076,33.9628085015687,3.70723352760835,21.9418832214059,
MDA,2001,7.79999964149971,2.10771604754427,6.10000041286263,4151477186.36163,1423.07801532457,14.3627249694526,86.7455691618695,12.0892509590311,7.28999996185303,5.6,51.0299987792969,38.8600006103515,74.4456967789098,50.0550428204431,103440000.0,14.8140125530009,-1.80863629279978,2917252.0,101.586238116795,-0.223624844627336,67.185,11.729,28.6,6.29277249207144,77.220194647202,22.4200406780956,56.2347931873479,55.811,100.0,0.0186294281859855,1.24402175376059,2.40637421792838,21.9691372835076,5352.57022321946
MEX,2001,-0.0398444814685348,4.94245371467422,-0.404390126692846,872893299631.652,8702.9848728584,9.88112603307671,68.8999814070186,6.04149011476282,2.63000011444092,11.34,17.4599990844727,32.039999961853,24.4993518433345,22.6667211742494,30060020323.0,6.36874291178691,-2.34602393744619,100298152.0,51.5950266210551,1.40395986845276,74.658,4.703,27.1,17.1056320915192,54.8110805319067,3.40326534775438,11.9092569253324,24.955,97.1383209228516,7.97372448127892,1.25388131337708,3.777038683624,33.2173413534012,22770.2174625231
MUS,2001,1.61491864461934,8.2027917834951,3.34754071072776,6787998538.36658,5674.22243856748,13.9259423957322,59.1486730289011,6.23201252744458,9.14000034332275,20.08,11.7399997711182,17.8600004911423,61.7917024353649,67.9870194937184,-27675565.7136838,13.9996916046187,5.98402616367877,1196287.0,589.303940886699,0.790047581068153,71.7658536585366,6.7,17.5,28.7284144427002,50.2463054187192,6.14799907796479,44.8275862068966,57.441,99.2647247314453,0.0049376863425087,0.206718357696323,2.14831390795018,26.7426869373581,15118.7713858834
MRT,2001,1.38148396199058,-3.91802587923293,-0.799493815789347,3382351544.64131,1251.60793613145,20.4269709188801,76.691704456325,5.82661894343531,,44.18,40.8199996948242,63.9300003051758,35.1642173799555,25.536995080516,76700000.0,15.7553753706113,,2702405.0,2.62191229261667,2.70757649852556,60.788,9.244,112.1,0.0,38.5291549432425,24.8689597080936,0.436596487823809,61.384,22.2000007629395,,58.9401317812245,0.518057063985598,29.0361452374828,4452.35573673436
MLT,2001,2.56526325306652,19.6812700987474,-1.17469734835863,6626628203.70576,16860.4481199959,19.0630386053861,64.4039162290159,4.41652546489355,7.1100001335144,0.0,2.34999990463257,8.59000037610531,112.833828592463,108.644959729222,416889166.287732,2.37683437309375,-3.66074556536476,393028.0,1228.2125,0.75110649818537,78.8439024390244,7.4,7.5,0.0,31.25,2.19665133337309,28.125,7.35899999999999,100.0,0.0023561352723656,0.300085671674313,6.33542648360931,23.8939920536412,
